job_title,company,location,industry,experience_level,salary_usd,remote,required_skills,description,posted_date
MLOps Engineer,VisionAI Labs,"Austin, USA",Technology,Mid,112830,Yes,"nlp, pandas, transformers, tensorflow, langchain, airflow, deep learning","We are looking for a MLOps Engineer with experience in nlp, pandas, transformers, tensorflow, langchain, airflow, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-21 17:45:48.112972
Cloud AI Engineer,NextGen Analytics,"Boston, USA",Cloud Services,Senior,101355,Yes,"airflow, kubernetes, scikit-learn, pytorch, docker, pandas","We are looking for a Cloud AI Engineer with experience in airflow, kubernetes, scikit-learn, pytorch, docker, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-04 17:45:48.112982
Data Scientist,TechNova,"London, UK",Healthcare,Senior,156656,No,"spark, transformers, sql, tensorflow, docker, deep learning","We are looking for a Data Scientist with experience in spark, transformers, sql, tensorflow, docker, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-19 17:45:48.112992
LLM Engineer,AIWorks,"New York, USA",Finance,Mid,142394,No,"airflow, gcp, langchain, python, azure, spark, nlp","We are looking for a LLM Engineer with experience in airflow, gcp, langchain, python, azure, spark, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-27 17:45:48.113003
AI Research Engineer,QuantumLeap Tech,"Berlin, Germany",Cybersecurity,Entry,152570,Yes,"tensorflow, pandas, mlops, transformers, nlp, pytorch, deep learning","We are looking for a AI Research Engineer with experience in tensorflow, pandas, mlops, transformers, nlp, pytorch, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-05 17:45:48.113013
Deep Learning Engineer,QuantumLeap Tech,"Toronto, Canada",Finance,Entry,176096,No,"gcp, docker, aws, python, airflow, pandas, spark","We are looking for a Deep Learning Engineer with experience in gcp, docker, aws, python, airflow, pandas, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-10 17:45:48.113027
MLOps Engineer,CloudSphere,Remote,Cloud Services,Mid,215689,No,"langchain, tensorflow, computer vision, pandas, python, kubernetes","We are looking for a MLOps Engineer with experience in langchain, tensorflow, computer vision, pandas, python, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-17 17:45:48.113037
NLP Engineer,SkyNetics,"Austin, USA",Technology,Entry,182236,No,"computer vision, langchain, mlops, transformers, docker","We are looking for a NLP Engineer with experience in computer vision, langchain, mlops, transformers, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.113046
Deep Learning Engineer,BlueCore Systems,"Bangalore, India",Healthcare,Mid,102761,Yes,"tensorflow, deep learning, azure, spark, mlops, aws","We are looking for a Deep Learning Engineer with experience in tensorflow, deep learning, azure, spark, mlops, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-20 17:45:48.113056
Deep Learning Engineer,SkyNetics,"Toronto, Canada",Finance,Senior,120961,No,"spark, langchain, computer vision, azure, aws, python","We are looking for a Deep Learning Engineer with experience in spark, langchain, computer vision, azure, aws, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-02 17:45:48.113066
Data Scientist,BlueCore Systems,"Bangalore, India",Retail,Senior,200337,No,"mlops, scikit-learn, pandas, tensorflow, nlp","We are looking for a Data Scientist with experience in mlops, scikit-learn, pandas, tensorflow, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-22 17:45:48.113075
Data Scientist,NeuralStack,"New York, USA",Technology,Senior,180367,Yes,"pandas, pytorch, airflow, tensorflow, computer vision","We are looking for a Data Scientist with experience in pandas, pytorch, airflow, tensorflow, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-01 17:45:48.113084
NLP Engineer,DataForge,"San Francisco, USA",Healthcare,Mid,93585,Yes,"pytorch, mlops, transformers, aws","We are looking for a NLP Engineer with experience in pytorch, mlops, transformers, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-18 17:45:48.113093
Deep Learning Engineer,BlueCore Systems,"Boston, USA",Cloud Services,Mid,96585,Yes,"transformers, spark, nlp, vector databases","We are looking for a Deep Learning Engineer with experience in transformers, spark, nlp, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-19 17:45:48.113102
NLP Engineer,BlueCore Systems,"London, UK",Cloud Services,Senior,201672,Yes,"mlops, tensorflow, sql, airflow","We are looking for a NLP Engineer with experience in mlops, tensorflow, sql, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-29 17:45:48.113111
Computer Vision Engineer,DataForge,"New York, USA",Cloud Services,Mid,115089,No,"aws, docker, tensorflow, langchain","We are looking for a Computer Vision Engineer with experience in aws, docker, tensorflow, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-11 17:45:48.113120
AI Engineer,AIWorks,"Seattle, USA",Technology,Entry,186945,Yes,"machine learning, langchain, kubernetes, vector databases","We are looking for a AI Engineer with experience in machine learning, langchain, kubernetes, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-24 17:45:48.113129
MLOps Engineer,TechNova,"Seattle, USA",Cybersecurity,Mid,206510,Yes,"spark, nlp, docker, scikit-learn, kubernetes","We are looking for a MLOps Engineer with experience in spark, nlp, docker, scikit-learn, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.113157
Machine Learning Engineer,BlueCore Systems,"San Francisco, USA",Technology,Mid,90080,No,"vector databases, aws, python, gcp, sql","We are looking for a Machine Learning Engineer with experience in vector databases, aws, python, gcp, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-03 17:45:48.113167
AI Research Engineer,TechNova,"Bangalore, India",Retail,Entry,135704,Yes,"machine learning, tensorflow, azure, mlops","We are looking for a AI Research Engineer with experience in machine learning, tensorflow, azure, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-29 17:45:48.113177
Applied AI Scientist,NextGen Analytics,"New York, USA",Technology,Mid,198703,Yes,"vector databases, scikit-learn, transformers, tensorflow, docker, machine learning","We are looking for a Applied AI Scientist with experience in vector databases, scikit-learn, transformers, tensorflow, docker, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-26 17:45:48.113187
Computer Vision Engineer,BlueCore Systems,"Boston, USA",Healthcare,Entry,219052,Yes,"nlp, aws, spark, transformers, gcp, docker","We are looking for a Computer Vision Engineer with experience in nlp, aws, spark, transformers, gcp, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-31 17:45:48.113200
AI Platform Engineer,BlueCore Systems,"Austin, USA",Cloud Services,Senior,136767,No,"aws, docker, mlops, machine learning, azure, sql","We are looking for a AI Platform Engineer with experience in aws, docker, mlops, machine learning, azure, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-12 17:45:48.113210
NLP Engineer,BlueCore Systems,"Seattle, USA",Retail,Senior,149575,Yes,"transformers, nlp, tensorflow, azure","We are looking for a NLP Engineer with experience in transformers, nlp, tensorflow, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-17 17:45:48.113219
AI Research Engineer,TechNova,"London, UK",Cybersecurity,Entry,193924,No,"sql, gcp, spark, airflow","We are looking for a AI Research Engineer with experience in sql, gcp, spark, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-08 17:45:48.113228
Deep Learning Engineer,NextGen Analytics,"Berlin, Germany",Retail,Mid,162290,Yes,"azure, airflow, deep learning, aws, spark","We are looking for a Deep Learning Engineer with experience in azure, airflow, deep learning, aws, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-20 17:45:48.113237
Cloud AI Engineer,TechNova,"Boston, USA",Retail,Mid,106436,No,"kubernetes, spark, pytorch, gcp","We are looking for a Cloud AI Engineer with experience in kubernetes, spark, pytorch, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-19 17:45:48.113246
AI Research Engineer,VisionAI Labs,"London, UK",Cybersecurity,Entry,103250,Yes,"kubernetes, python, pytorch, docker, vector databases, mlops, deep learning","We are looking for a AI Research Engineer with experience in kubernetes, python, pytorch, docker, vector databases, mlops, deep learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-15 17:45:48.113257
AI Research Engineer,NeuralStack,"New York, USA",Technology,Mid,133840,Yes,"transformers, kubernetes, spark, tensorflow, pytorch, vector databases, nlp","We are looking for a AI Research Engineer with experience in transformers, kubernetes, spark, tensorflow, pytorch, vector databases, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-23 17:45:48.113267
Applied AI Scientist,NextGen Analytics,Remote,Cybersecurity,Mid,105215,No,"docker, mlops, computer vision, azure, machine learning","We are looking for a Applied AI Scientist with experience in docker, mlops, computer vision, azure, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-20 17:45:48.113276
NLP Engineer,NeuralStack,"Toronto, Canada",Retail,Senior,140941,No,"deep learning, spark, nlp, docker, transformers, machine learning, mlops","We are looking for a NLP Engineer with experience in deep learning, spark, nlp, docker, transformers, machine learning, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-05 17:45:48.113287
Applied AI Scientist,QuantumLeap Tech,"Seattle, USA",Cloud Services,Senior,197060,No,"python, pytorch, docker, computer vision, kubernetes, vector databases","We are looking for a Applied AI Scientist with experience in python, pytorch, docker, computer vision, kubernetes, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-18 17:45:48.113297
Deep Learning Engineer,CloudSphere,"Berlin, Germany",Finance,Entry,128282,No,"kubernetes, docker, azure, machine learning","We are looking for a Deep Learning Engineer with experience in kubernetes, docker, azure, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-23 17:45:48.113307
